Counts	Number
514	14.5829840218574
515	14.527082981536608
516	14.470539904077144
517	14.413466974868664
518	14.355984087583908
519	14.298217683750716
520	14.240299504323973
521	14.182365320269186
522	14.124553592836024
523	14.067004147567918
524	14.009856811882072
525	13.953250068816931
526	13.8973197247214
527	13.84219763232306
528	13.78801043697928
529	13.734878381808368
530	13.682914223371107
531	13.63222217412293
532	13.582896980936672
533	13.535023082618142
534	13.488673898340332
535	13.443911193086844
536	13.400784609964083
537	13.359331276807902
538	13.31957558470728
539	13.281529059193154
540	13.245190357929737
541	13.21054542199976
542	13.177567700171796
543	13.14621853274372
544	13.116447606088428
545	13.08819354043255
546	13.061384552618888
547	13.03593921762371
548	13.011767298349527
549	12.988770649257862
550	12.96684416853428
551	12.945876817046699
552	12.925752651056847
553	12.906351897215785
554	12.887552025893802
555	12.869228849838777
556	12.85125759716668
557	12.833513984682403
558	12.815875244451334
559	12.79822114388796
560	12.780434935523779
561	12.762404271950565
562	12.744022056381004
563	12.725187218068728
564	12.705805455928584
565	12.68578985363417
566	12.665061446908977
567	12.643549710182718
568	12.621192953053104
569	12.597938623804932
570	12.573743540064067
571	12.548574013105199
572	12.522405922569735
573	12.49522466871505
574	12.467025077856661
575	12.437811197049154
576	12.407596051644772
577	12.376401303163302
578	12.344256860216996
579	12.311200424490234
580	12.277276984622906
581	12.24253825389836
582	12.207042092167853
583	12.170851856887975
584	12.134035751195013
585	12.096666136965608
586	12.058818844909693
587	12.020572464071572
588	11.982007628479659
589	11.94320631128179
590	11.904251135003339
591	11.865224678596466
592	11.826208817380287
593	11.78728409240992
594	11.74852910155862
595	11.71001991542476
596	11.671829565623936
597	11.634027524127287
598	11.596679280344935
599	11.559845923025103
600	11.523583801003314
601	11.487944206136113
602	11.452973136044044
603	11.418711088734831
604	11.385192928021274
605	11.352447767405545
606	11.32049895130941
607	11.289364038140945
608	11.259054876187076
609	11.229577687053915
610	11.20093321623573
611	11.173116916427821
612	11.146119164595124
613	11.119925523827986
614	11.09451702565855
615	11.069870484809396
616	11.045958843774592
617	11.022751515009762
618	11.000214764484213
619	10.978312092621364
620	10.957004626746963
621	10.936251514730703
622	10.91601032115242
623	10.89623741975974
624	10.876888378735417
625	10.857918329161095
626	10.839282331360044
627	10.82093572105695
628	10.802834420294701
629	10.784935265051727
630	10.767196260705797
631	10.749576858166638
632	10.732038176419312
633	10.714543203289628
634	10.697056979991496
635	10.679546739212597
636	10.661982036713633
637	10.644334834414481
638	10.626579575438818
639	10.60869322464158
640	10.590655273417669
641	10.572447749696366
642	10.554055177843578
643	10.535464529819187
644	10.516665169339984
645	10.497648759132998
646	10.478409166546253
647	10.458942358514474
648	10.439246274618597
649	10.419320715676227
650	10.399167204817006
651	10.378788847473718
652	10.358190202991404
653	10.337377145346998
654	10.316356726753508
655	10.295137047972993
656	10.273727132974617
657	10.252136799480228
658	10.230376551448362
659	10.208457464269435
660	10.186391091855928
661	10.164189363800398
662	10.141864508431343
663	10.119428972022439
664	10.096895349430842
665	10.074276325781973
666	10.051584613468904
667	10.028832921450357
668	10.00603389519754
669	9.983200087555801
670	9.960343923379494
671	9.937477676964807
672	9.914613431296347
673	9.891763077360032
674	9.868938262509477
675	9.846150386555886
676	9.823410569809374
677	9.800729635123778
678	9.778118070172992
679	9.755586014121873
680	9.733143218088292
681	9.710799011222738
682	9.688562275552712
683	9.666441397910045
684	9.644444234188128
685	9.622578069108881
686	9.600849571862861
687	9.579264741374566
688	9.557828872991559
689	9.536546505738125
690	9.515421377654194
691	9.494456370990324
692	9.473653482344465
693	9.453013773012374
694	9.432537329200745
695	9.412223232761807
696	9.392069524506129
697	9.372073190453008
698	9.352230131153982
699	9.33253515634422
700	9.312981982452142
701	9.293563230288932
702	9.274270441806891
703	9.255094098874618
704	9.236023647639776
705	9.217047545856145
706	9.198153294486206
707	9.179327514809257
708	9.160555993600454
709	9.14182376590088
710	9.123115196408076
711	9.10441406555865
712	9.085703671472569
713	9.066966925929773
714	9.048186473378907
715	9.029344798347822
716	9.010424347958361
717	8.991407657004515
718	8.972277468418813
719	8.953016869116688
720	8.933609407777832
721	8.9140392343018
722	8.894291219185359
723	8.874351079968857
724	8.854205503263833
725	8.833842260333109
726	8.813250319363087
727	8.7924199534348
728	8.771342827919922
729	8.75001210434333
730	8.728422511725249
731	8.706570422553666
732	8.68445390718803
733	8.662072790491054
734	8.639428685792748
735	8.616525021006067
736	8.593367061477904
737	8.569961894241821
738	8.54631843172367
739	8.522447383635608
740	8.498361215282685
741	8.474074109218805
742	8.449601890837641
743	8.424961968737849
744	8.400173234017087
745	8.375255981054883
746	8.350231790431428
747	8.325123418862644
748	8.29995466759079
749	8.274750258278978
750	8.249535687221243
751	8.22433708307879
752	8.199181050821114
753	8.174094525003968
754	8.149104602838941
755	8.12423838596893
756	8.099522824325838
757	8.074984553760133
758	8.05064973248274
759	8.026543893409087
760	8.002691788099852
761	7.97911723573743
762	7.955842984686097
763	7.932890583839714
764	7.910280250871288
765	7.888030753228308
766	7.8661593090689355
767	7.844681480429055
768	7.823611096123654
769	7.802960174695253
770	7.782738865399294
771	7.762955400357661
772	7.743616059179877
773	7.724725145437659
774	7.706284986849403
775	7.688295935803905
776	7.670756397195447
777	7.653662854693368
778	7.637009920328729
779	7.620790402451224
780	7.604995371158692
781	7.589614249133718
782	7.5746349058758256
783	7.560043764373318
784	7.545825921983025
785	7.531965275773741
786	7.518444654892327
787	7.50524596239322
788	7.492350326238947
789	7.479738239968701
790	7.467389731972236
791	7.455284508009839
792	7.443402117154846
793	7.431722105868444
794	7.42022417545894
795	7.408888327786635
796	7.397695019582153
797	7.3866252982200775
798	7.37566094710507
799	7.364784599083515
800	7.353979864169773
801	7.343231437036196
802	7.33252519288405
803	7.321848270068308
804	7.311189154138952
805	7.3005377286000845
806	7.289885329494938
807	7.279224773666335
808	7.268550387707375
809	7.257858004447598
810	7.247144966042546
811	7.236410096596783
812	7.225653669216972
813	7.214877365353787
814	7.20408420766452
815	7.193278494869281
816	7.182465723368036
817	7.17165249068896
818	7.160846396841175
819	7.150055943720041
820	7.139290413672751
821	7.128559755926477
822	7.117874456255036
823	7.107245417720605
824	7.0966838296221875
825	7.086201033415306
826	7.0758084016724885
827	7.065517209760835
828	7.055338508045087
829	7.045283008034722
830	7.035360962106369
831	7.025582059130851
832	7.015955326153117
833	7.006489025489749
834	6.997190574913586
835	6.9880664718327505
836	6.979122226037315
837	6.970362298129279
838	6.961790056884013
839	6.95340773941182
840	6.945216424723465
841	6.937216014948237
842	6.929405232924761
843	6.921781618933388
844	6.9143415464251445
845	6.907080240170493
846	6.899991808430855
847	6.893069274921813
848	6.886304627658091
849	6.879688866355865
850	6.873212062177661
851	6.866863419496277
852	6.860631334204927
853	6.854503476650589
854	6.848466856110929
855	6.842507900523846
856	6.836612532431889
857	6.830766244525501
858	6.824954190892232
859	6.819161247286389
860	6.813372111488658
861	6.807571364593541
862	6.801743556391905
863	6.795873276358073
864	6.789945231348829
865	6.783944309162902
866	6.777855653066361
867	6.771664728890896
868	6.765357378300659
869	6.75891988731246
870	6.752339042370235
871	6.745602178708346
872	6.738697239845881
873	6.731612815983788
874	6.724338196672379
875	6.7168634087121255
876	6.709179255801303
877	6.7012773544593776
878	6.693150170144876
879	6.684791041102844
880	6.6761942110102455
881	6.6673548508985565
882	6.658269080478427
883	6.648933989578012
884	6.639347648018236
885	6.629509124006846
886	6.619418488505691
887	6.609076822518088
888	6.598486218678022
889	6.587649785496605
890	6.576571634941309
891	6.565256876318467
892	6.553711608605816
893	6.541942898920904
894	6.529958765403929
895	6.517768151441158
896	6.505380900321461
897	6.49280771587637
898	6.480060135637682
899	6.467150480175526
900	6.454091816516574
901	6.440897905492047
902	6.42758314753334
903	6.414162529296268
904	6.400651561565214
905	6.387066219173037
906	6.373422873494735
907	6.359738221601473
908	6.346029219828296
909	6.332313008031805
910	6.31860683535996
911	6.3049279849905036
912	6.291293703422268
913	6.277721115713867
914	6.264227157264335
915	6.250828495459229
916	6.237541457813999
917	6.224381959055558
918	6.211365435615943
919	6.198506775660401
920	6.185820256718582
921	6.173319488399187
922	6.16101735266397
923	6.148925959286644
924	6.137056593798309
925	6.1254196790393385
926	6.114024739042066
927	6.102880366173468
928	6.091994199499527
929	6.081372903054977
930	6.0710221511878535
931	6.060946622353609
932	6.051149994919043
933	6.041634950523176
934	6.032403181300439
935	6.023455406378684
936	6.014791382658474
937	6.006409933463302
938	5.9983089729604755
939	5.990485534451101
940	5.982935812597176
941	5.975655187789826
942	5.96863827411472
943	5.961878961159251
944	5.9553704541537495
945	5.949105320348598
946	5.943075537007589
947	5.937272535062192
948	5.931687248408889
949	5.926310155312048
950	5.921131332268194
951	5.916140486846361
952	5.9113270147240335
953	5.9066800316630585
954	5.902188415346021
955	5.897840844428923
956	5.893625832575683
957	5.88953176488514
958	5.885546924247476
959	5.881659519922713
960	5.877857716236109
961	5.874129650440695
962	5.870463456229238
963	5.866847281323074
964	5.863269299940764
965	5.859717730529859
966	5.8561808404810085
967	5.852646960543732
968	5.849104487991152
969	5.84554189853104
970	5.841947741994663
971	5.83831065473635
972	5.834619354279608
973	5.830862651157951
974	5.827029441496109
975	5.823108713883256
976	5.8190895537810805
977	5.814961143680324
978	5.8107127639807175
979	5.806333802910225
980	5.801813760764451
981	5.797142253388377
982	5.792309026513891
983	5.787303957435027
984	5.782117073137213
985	5.776738565349974
986	5.771158793853231
987	5.7653683157203375
988	5.759357895391094
989	5.753118529162219
990	5.746641463188585
991	5.739918218989957
992	5.7329406162834
993	5.725700797688937
994	5.71819125713964
995	5.710404865795663
996	5.702334897950919
997	5.693975067321018
998	5.685319544927236
999	5.676362994867022
1000	5.667100599830394
1001	5.657528087409513
1002	5.6476417635131915
1003	5.637438529562037
1004	5.626915910917676
1005	5.616072083069289
1006	5.604905883598771
1007	5.593416844391195
1008	5.581605196122399
1009	5.5694718912374706
1010	5.557018609350702
1011	5.544247774824336
1012	5.5311625520258625
1013	5.517766860216221
1014	5.504065364027915
1015	5.490063478172468
1016	5.475767355432527
1017	5.461183879140647
1018	5.446320652402433
1019	5.431185980933381
1020	5.415788851516118
1021	5.400138915617328
1022	5.38424645679053
1023	5.368122372258143
1024	5.351778133581389
1025	5.335225759264952
1026	5.318477776269179
1027	5.301547184400565
1028	5.284447416308512
1029	5.267192297667299
1030	5.249795999798679
1031	5.232273005840451
1032	5.21463805516544
1033	5.196906106126794
1034	5.179092286198705
1035	5.161211846288343
1036	5.143280122374114
1037	5.125312477700826
1038	5.107324269668585
1039	5.089330800192632
1040	5.071347275571861
1041	5.053388762940882
1042	5.0354701535875925
1043	5.017606124435652
1044	4.999811099110077
1045	4.9820992180783845
1046	4.964484304534238
1047	4.946979834358099
1048	4.9295989130729305
1049	4.912354245456544
1050	4.895258118048718
1051	4.878322377857741
1052	4.8615584125234665
1053	4.844977143796742
1054	4.828589008747417
1055	4.812403949175135
1056	4.796431410685105
1057	4.780680334485791
1058	4.765159153670939
1059	4.7498757949299
1060	4.734837679961724
1061	4.7200517259642885
1062	4.705524353315487
1063	4.691261493076129
1064	4.677268589830582
1065	4.6635506161086
1066	4.6501120790562345
1067	4.63695703232077
1068	4.624089086968302
1069	4.611511425058411
1070	4.599226809780551
1071	4.587237600078438
1072	4.575545759944604
1073	4.564152875623292
1074	4.553060164019659
1075	4.542268483446563
1076	4.5317783518299795
1077	4.521589949515284
1078	4.5117031325660255
1079	4.502117443207207
1080	4.492832116873058
1081	4.483846092641098
1082	4.47515801655147
1083	4.4667662493258184
1084	4.458668872187005
1085	4.450863692888714
1086	4.4433482442089
1087	4.436119794138647
1088	4.4291753408652
1089	4.422511620574915
1090	4.41612510281606
1091	4.410011996727065
1092	4.404168246063049
1093	4.398589535235965
1094	4.393271281309324
1095	4.388208638730225
1096	4.383396499964213
1097	4.378829490642151
1098	4.374501973629147
1099	4.37040804679315
1100	4.366541546314853
1101	4.362896043417417
1102	4.359464852918775
1103	4.35624102979999
1104	4.353217378263336
1105	4.350386450000137
1106	4.347740554560331
1107	4.345271762106486
1108	4.342971915822239
1109	4.340832632248834
1110	4.33884531891899
1111	4.337001181985041
1112	4.335291234479602
1113	4.333706316301094
1114	4.33223710116864
1115	4.330874117778948
1116	4.329607761911711
1117	4.328428315586456
1118	4.3273259626187
1119	4.326290811100846
1120	4.325312911142969
1121	4.324382276361281
1122	4.323488902985076
1123	4.322622794549491
1124	4.321773980999966
1125	4.320932542684949
1126	4.320088633594831
1127	4.319232504753691
1128	4.318354525141765
1129	4.317445205078358
1130	4.316495219445086
1131	4.315495430643533
1132	4.314436911193882
1133	4.313310962860762
1134	4.312109140754565
1135	4.310823270768445
1136	4.309445471314628
1137	4.307968173255932
1138	4.3063841364572975
1139	4.304686463899644
1140	4.302868626327751
1141	4.300924466801504
1142	4.29884822219785
1143	4.2966345355561
1144	4.294278462761326
1145	4.291775488545311
1146	4.2891215317754305
1147	4.2863129575198915
1148	4.28334657839938
1149	4.280219668683755
1150	4.276929957715162
1151	4.27347564256677
1152	4.269855386536701
1153	4.266068316482938
1154	4.262114029443221
1155	4.2579925866883
1156	4.25370451066435
1157	4.249250784335318
1158	4.244632844532012
1159	4.239852575797034
1160	4.234912306229589
1161	4.229814797462507
1162	4.224563237704165
1163	4.219161232444159
1164	4.213612792380457
1165	4.207922324013982
1166	4.202094619974684
1167	4.196134844715499
1168	4.190048519543486
1169	4.183841511406659
1170	4.177520020560585
1171	4.171090560345408
1172	4.164559946637227
1173	4.157935280915195
1174	4.15122393041664
1175	4.144433515564636
1176	4.137571890157371
1177	4.130647125473767
1178	4.123667489157709
1179	4.11664142901496
1180	4.109577553558169
1181	4.102484612699008
1182	4.0953714757467266
1183	4.0882471172397015
1184	4.081120590582698
1185	4.074001011957508
1186	4.066897536417029
1187	4.059819339522645
1188	4.052775597885039
1189	4.045775463946142
1190	4.038828046867461
1191	4.031942393856202
1192	4.025127465411157
1193	4.018392116768203
1194	4.011745077585743
1195	4.00519492993982
1196	3.998750087035718
1197	3.992418775937666
1198	3.986209015514286
1199	3.980128598523114
1200	3.9741850736858813
1201	3.9683857232054383
1202	3.962737549675875
1203	3.957247257158485
1204	3.9519212339111482
1205	3.946765538659566
1206	3.9417858854018033
1207	3.9369876281980734
1208	3.932375749675993
1209	3.927954849164862
1210	3.9237291305272497
1211	3.9197023947632768
1212	3.9158780296582174
1213	3.91225900383134
1214	3.908847857920058
1215	3.905646703869687
1216	3.902657218685622
1217	3.899880642695111
1218	3.897317778689186
1219	3.8949689937674448
1220	3.89283421754098
1221	3.8909129502976127
1222	3.8892042647878093
1223	3.8877068106970865
1224	3.8864188258422527
1225	3.885338139129089
1226	3.884462185600858
1227	3.883788013172186
1228	3.8833122977412944
1229	3.883031354411831
1230	3.882941150647533
1231	3.8830373240031832
1232	3.8833151953254883
1233	3.8837697877425588
1234	3.8843958436843775
1235	3.8851878398479913
1236	3.8861400113303133
1237	3.8872463676600426
1238	3.8885007110352325
1239	3.8898966593990383
1240	3.891427665664743
1241	3.8930870361622874
1242	3.8948679532025303
1243	3.896763493968131
1244	3.8987666519867217
1245	3.90087035520762
1246	3.903067486038591
1247	3.90535090281572
1248	3.907713454905421
1249	3.910148004085363
1250	3.9126474407773935
1251	3.915204699608527
1252	3.9178127792539037
1253	3.9204647542127242
1254	3.92315379167549
1255	3.9258731629577386
1256	3.928616259960586
1257	3.9313766038395164
1258	3.934147856814711
1259	3.9369238311665913
1260	3.9396985027297746
1261	3.9424660114649805
1262	3.945220674310364
1263	3.9479569883152354
1264	3.9506696364444585
1265	3.9533534914799207
1266	3.956003618493365
1267	3.9586152759143656
1268	3.961183919824644
1269	3.963705201384449
1270	3.9661749652409424
1271	3.9685892526673805
1272	3.970944293776589
1273	3.9732365087021297
1274	3.9754625016338636
1275	3.9776190583809368
1276	3.979703138263323
1277	3.9817118728793877
1278	3.983642557914672
1279	3.9854926463776863
1280	3.9872597447103275
1281	3.9889416002314477
1282	3.9905361013111684
1283	3.992041263411389
1284	3.9934552261118292
1285	3.9947762426013824
1286	3.9960026728310925
1287	3.9971329757353034
1288	3.9981657005667586
1289	3.9990994820470496
1290	3.999933030070487
1291	4.000665122379978
1292	4.001294599796664
1293	4.001820357054258
1294	4.002241337662076
1295	4.002556527707116
1296	4.002764948162494
1297	4.002865652724091
1298	4.002857720020569
1299	4.002740249542946
1300	4.002512358987006
1301	4.002173180238145
1302	4.001721854012297
1303	4.001157532493026
1304	4.000479370874321
1305	3.9996865311143597
1306	3.998778179275177
1307	3.997753486699278
1308	3.99661162571854
1309	3.995351777579479
1310	3.9939731274499
1311	3.9924748716298293
1312	3.9908562174161273
1313	3.989116385845095
1314	3.9872546196116834
1315	3.985270180823916
1316	3.9831623594696537
1317	3.980930481415417
1318	3.9785739084980665
1319	3.976092047376882
1320	3.9734843559759057
1321	3.9707503502623918
1322	3.967889611785424
1323	3.9649017926966312
1324	3.961786626063095
1325	3.9585439326412426
1326	3.9551736277656717
1327	3.951675729679988
1328	3.948050369247459
1329	3.9442977950076785
1330	3.9404183818091556
1331	3.9364126397260764
1332	3.9322812195380603
1333	3.928024921591879
1334	3.923644699740768
1335	3.9191416712865537
1336	3.9145171191436257
1337	3.9097724994305647
1338	3.9049094466536
1339	3.899929775539615
1340	3.8948354867448747
1341	3.889628766843784
1342	3.884311995261719
1343	3.8788877377160356
1344	3.8733587551127986
1345	3.8677279975390535
1346	3.861998602794786
1347	3.8561738966977663
1348	3.85025738794079
1349	3.8442527647029414
1350	3.8381638876150226
